Canton,Country,People,CantonLanguage,CountryLanguage,Colour
Aargau,Afghanistan,46,German,Pashto,ff0880
Aargau,Albania,9,German,Albanian,ff0000
Aargau,Algeria,1,German,Arabic,fffd06
Aargau,Argentina,10,German,Spanish,68ffcb
Aargau,Armenia,1,German,Armenian,25ff04
Aargau,Australia,14,German,English,68ED7C
Aargau,Austria,206,German,German,68ffcb
Aargau,Bangladesh,7,German,Bengali,0406ff
Aargau,Belarus,5,German,Russian,68ED7C
Aargau,Belgium,29,German,Dutch,fffd66
Aargau,Bolivia,2,German,Spanish,68ffcb
Aargau,Bosnia and Herzegovina,63,German,Croatian,9900ff
Aargau,Brazil,72,German,Portuguese,0406ff
Aargau,Bulgaria,50,German,Bulgarian,0406ff
Aargau,Burkina Faso,1,German,French,f26aff
Aargau,Cambodia,4,German,Khmer,ffc668
Aargau,Cameroon,4,German,English,68ED7C
Aargau,Canada,17,German,English,68ED7C
Aargau,Chile,6,German,Spanish,68ffcb
Aargau,Colombia,14,German,Spanish,68ffcb
Aargau,Congo,4,German,French,f26aff
Aargau,Costa Rica,2,German,Spanish,68ffcb
Aargau,Côte d'Ivoire,1,German,French,f26aff
Aargau,Croatia,52,German,Albanian,ff0000
Aargau,Cuba,4,German,Spanish,68ffcb
Aargau,Cyprus,4,German,Greek,c45dff
Aargau,Czech Republic,68,German,Czech,ff0880
Aargau,Denmark,24,German,Danish,ff4743
Aargau,Dominican Republic,31,German,Spanish,68ffcb
Aargau,Ecuador,8,German,Spanish,68ffcb
Aargau,Egypt,17,German,Arabic,fffd06
Aargau,El Salvador,2,German,Spanish,68ffcb
Aargau,Eritrea,128,German,Arabic,fffd06
Aargau,Estonia,5,German,Estonian,6cd8ed
Aargau,Finland,22,German,Finnish,7677ff
Aargau,France,115,German,French,f26aff
Aargau,Gambia,1,German,English,68ED7C
Aargau,Georgia,4,German,Georgian,ffad61
Aargau,Germany,2446,German,German,68ffcb
Aargau,Ghana,3,German,English,68ED7C
Aargau,Greece,69,German,Greek,c45dff
Aargau,Guatemala,2,German,Spanish,68ffcb
Aargau,Guinea,3,German,French,f26aff
Aargau,Haiti,1,German,French,f26aff
Aargau,Honduras,1,German,Spanish,68ffcb
Aargau,Hungary,373,German,Hungarian,fbffa1
Aargau,India,93,German,Hindi,ff908e
Aargau,Indonesia,7,German,Indonesian,99eaff
Aargau,Iran,11,German,Persian,ff4743
Aargau,Iraq,9,German,Arabic,fffd06
Aargau,Ireland,12,German,English,68ED7C
Aargau,Israel,2,German,Hebrew,ff339f
Aargau,Italy,1045,German,Italian,9baaff
Aargau,Japan,29,German,Japanese,ff9df5
Aargau,Jordan,3,German,Arabic,fffd06
Aargau,Kazakhstan,11,German,Rusian,68ED7C
Aargau,Kenya,10,German,English,68ED7C
Aargau,Kosovo,245,German,Albanian,ff0000
Aargau,Kyrgyzstan,3,German,Rusian,68ED7C
Aargau,Latvia,16,German,Latvian,ff96c8
Aargau,Lebanon,8,German,Arabic,fffd06
Aargau,Liberia,1,German,English,68ED7C
Aargau,Libya,5,German,Arabic,fffd06
Aargau,Liechtenstein,2,German,German,68ffcb
Aargau,Lithuania,11,German,Lithuanian,ff0000
Aargau,Luxembourg,3,German,French,f26aff
Aargau,Macedonia,126,German,Macedonian,fffd06
Aargau,Malaysia,6,German,Malaysian,08f9ff
Aargau,Mali,1,German,French,f26aff
Aargau,Mexico,20,German,Spanish,68ffcb
Aargau,Moldova,3,German,Romanian,fffd66
Aargau,Mongolia,7,German,Mongolian,0406ff
Aargau,Morocco,14,German,Arabic,fffd06
Aargau,Mozambique,1,German,Portuguese,0406ff
Aargau,Myanmar,1,German,Burmese,ff8424
Aargau,Nepal,4,German,Nepali,04ffa8
Aargau,Netherlands,77,German,Dutch,fffd66
Aargau,New Zealand,6,German,English,68ED7C
Aargau,Nicaragua,2,German,Spanish,68ffcb
Aargau,Nigeria,4,German,English,68ED7C
Aargau,Norway,1,German,Norwegian,9900ff
Aargau,Pakistan,9,German,Urdu,a1ffd1
Aargau,Panama,2,German,Spanish,68ffcb
Aargau,Paraguay,1,German,Spanish,68ffcb
Aargau,Peru,7,German,Spanish,68ffcb
Aargau,Poland,441,German,Polish,25ff04
Aargau,Portugal,522,German,Portuguese,0406ff
Aargau,Republic of Uzbekistan,9,German,Uzbek,c994ff
Aargau,Romania,74,German,Romanian,fffd66
Aargau,Russia,65,German,Russian,68ED7C
Aargau,Senegal,2,German,French,f26aff
Aargau,Serbia,105,German,Serbian,6cd8ed
Aargau,Sierra Leone,3,German,English,68ED7C
Aargau,Singapore,3,German,English,68ED7C
Aargau,Slovakia,228,German,Slovak,7677ff
Aargau,Slovenia,143,German,Slovene,f26aff
Aargau,Somalia,26,German,Somali,ffad61
Aargau,South Africa,12,German,Zulu,ff0000
Aargau,South Korea,3,German,Korean,a1ffd1
Aargau,Spain,394,German,Spanish,68ffcb
Aargau,Sudan,5,German,Arabic,fffd06
Aargau,Sweden,36,German,Swedish,ff339f
Aargau,Switzerland,1422,German,German,68ffcb
Aargau,Syria,141,German,Arabic,fffd06
Aargau,Thailand,50,German,Thai,c45dff
Aargau,Togo,5,German,French,f26aff
Aargau,Trinidad and Tobago,1,German,English,68ED7C
Aargau,Tunisia,11,German,Arabic,fffd06
Aargau,Turkey,106,German,Turkish,fffd06
Aargau,Uganda,2,German,English,68ED7C
Aargau,Ukraine,44,German,Ukrainian,ffc668
Aargau,United Kingdom,102,German,English,68ED7C
Aargau,United States,51,German,English,68ED7C
Aargau,Venezuela,9,German,Spanish,68ffcb
Aargau,Vietnam,8,German,Vietnamese,ff96c8
Aargau,Yemen,1,German,Arabic,fffd06
Aargau,Zimbabwe,1,German,English,68ED7C
Appenzell Ausserrhoden,Afghanistan,5,German,Pashto,ff0880
Appenzell Ausserrhoden,Austria,41,German,German,68ffcb
Appenzell Ausserrhoden,Belgium,1,German,Dutch,fffd66
Appenzell Ausserrhoden,Bolivia,1,German,Spanish,68ffcb
Appenzell Ausserrhoden,Bosnia and Herzegovina,3,German,Croatian,9900ff
Appenzell Ausserrhoden,Brazil,4,German,Portuguese,0406ff
Appenzell Ausserrhoden,Bulgaria,2,German,Bulgarian,0406ff
Appenzell Ausserrhoden,Cameroon,2,German,English,68ED7C
Appenzell Ausserrhoden,Croatia,5,German,Albanian,ff0000
Appenzell Ausserrhoden,Cuba,1,German,Spanish,68ffcb
Appenzell Ausserrhoden,Czech Republic,3,German,Czech,ff0880
Appenzell Ausserrhoden,Denmark,1,German,Danish,ff4743
Appenzell Ausserrhoden,Egypt,1,German,Arabic,fffd06
Appenzell Ausserrhoden,Eritrea,10,German,Arabic,fffd06
Appenzell Ausserrhoden,Estonia,1,German,Estonian,6cd8ed
Appenzell Ausserrhoden,France,3,German,French,f26aff
Appenzell Ausserrhoden,Germany,158,German,German,68ffcb
Appenzell Ausserrhoden,Ghana,1,German,English,68ED7C
Appenzell Ausserrhoden,Greece,7,German,Greek,c45dff
Appenzell Ausserrhoden,Hungary,16,German,Hungarian,fbffa1
Appenzell Ausserrhoden,Iceland,2,German,Icelandic,90ff9b
Appenzell Ausserrhoden,India,3,German,Hindi,ff908e
Appenzell Ausserrhoden,Indonesia,4,German,Indonesian,99eaff
Appenzell Ausserrhoden,Iran,2,German,Persian,ff4743
Appenzell Ausserrhoden,Iraq,4,German,Arabic,fffd06
Appenzell Ausserrhoden,Italy,25,German,Italian,9baaff
Appenzell Ausserrhoden,Kosovo,10,German,Albanian,ff0000
Appenzell Ausserrhoden,Latvia,3,German,Latvian,ff96c8
Appenzell Ausserrhoden,Macedonia,3,German,Macedonian,fffd06
Appenzell Ausserrhoden,Mauritius,1,German,English,68ED7C
Appenzell Ausserrhoden,Mexico,1,German,Spanish,68ffcb
Appenzell Ausserrhoden,Moldova,1,German,Romanian,fffd66
Appenzell Ausserrhoden,Morocco,1,German,Arabic,fffd06
Appenzell Ausserrhoden,Nepal,1,German,Nepali,04ffa8
Appenzell Ausserrhoden,Netherlands,6,German,Dutch,fffd66
Appenzell Ausserrhoden,Paraguay,1,German,Spanish,68ffcb
Appenzell Ausserrhoden,Poland,31,German,Polish,25ff04
Appenzell Ausserrhoden,Portugal,34,German,Portuguese,0406ff
Appenzell Ausserrhoden,Romania,3,German,Romanian,fffd66
Appenzell Ausserrhoden,Russia,2,German,Russian,68ED7C
Appenzell Ausserrhoden,Serbia,13,German,Serbian,6cd8ed
Appenzell Ausserrhoden,Slovakia,16,German,Slovak,7677ff
Appenzell Ausserrhoden,Slovenia,6,German,Slovene,f26aff
Appenzell Ausserrhoden,Somalia,1,German,Somali,ffad61
Appenzell Ausserrhoden,South Korea,1,German,Korean,a1ffd1
Appenzell Ausserrhoden,Spain,19,German,Spanish,68ffcb
Appenzell Ausserrhoden,Sweden,1,German,Swedish,ff339f
Appenzell Ausserrhoden,Switzerland,114,German,German,68ffcb
Appenzell Ausserrhoden,Syria,4,German,Arabic,fffd06
Appenzell Ausserrhoden,Thailand,4,German,Thai,c45dff
Appenzell Ausserrhoden,Tunisia,2,German,Arabic,fffd06
Appenzell Ausserrhoden,Turkey,9,German,Turkish,fffd06
Appenzell Ausserrhoden,Ukraine,4,German,Ukrainian,ffc668
Appenzell Ausserrhoden,United Kingdom,1,German,English,68ED7C
Appenzell Ausserrhoden,United States,4,German,English,68ED7C
Appenzell Ausserrhoden,Venezuela,1,German,Spanish,68ffcb
Appenzell Ausserrhoden,Vietnam,1,German,Vietnamese,ff96c8
Appenzell Innerrhoden,Afghanistan,1,German,Pashto,ff0880
Appenzell Innerrhoden,Australia,1,German,English,68ED7C
Appenzell Innerrhoden,Austria,5,German,German,68ffcb
Appenzell Innerrhoden,Bosnia and Herzegovina,2,German,Croatian,9900ff
Appenzell Innerrhoden,Brazil,1,German,Portuguese,0406ff
Appenzell Innerrhoden,Czech Republic,1,German,Czech,ff0880
Appenzell Innerrhoden,Eritrea,2,German,Arabic,fffd06
Appenzell Innerrhoden,France,1,German,French,f26aff
Appenzell Innerrhoden,Germany,33,German,German,68ffcb
Appenzell Innerrhoden,Hungary,2,German,Hungarian,fbffa1
Appenzell Innerrhoden,Ireland,1,German,English,68ED7C
Appenzell Innerrhoden,Italy,3,German,Italian,9baaff
Appenzell Innerrhoden,Macedonia,1,German,Macedonian,fffd06
Appenzell Innerrhoden,Mexico,3,German,Spanish,68ffcb
Appenzell Innerrhoden,Paraguay,1,German,Spanish,68ffcb
Appenzell Innerrhoden,Poland,1,German,Polish,25ff04
Appenzell Innerrhoden,Portugal,22,German,Portuguese,0406ff
Appenzell Innerrhoden,Romania,1,German,Romanian,fffd66
Appenzell Innerrhoden,Serbia,1,German,Serbian,6cd8ed
Appenzell Innerrhoden,Slovakia,5,German,Slovak,7677ff
Appenzell Innerrhoden,Slovenia,1,German,Slovene,f26aff
Appenzell Innerrhoden,Spain,10,German,Spanish,68ffcb
Appenzell Innerrhoden,Switzerland,35,German,German,68ffcb
Appenzell Innerrhoden,Syria,2,German,Arabic,fffd06
Appenzell Innerrhoden,Thailand,2,German,Thai,c45dff
Appenzell Innerrhoden,Turkey,1,German,Turkish,fffd06
Appenzell Innerrhoden,United States,2,German,English,68ED7C
Basel-Landschaft,Afghanistan,16,German,Pashto,ff0880
Basel-Landschaft,Albania,4,German,Albanian,ff0000
Basel-Landschaft,Algeria,3,German,Arabic,fffd06
Basel-Landschaft,Argentina,6,German,Spanish,68ffcb
Basel-Landschaft,Armenia,2,German,Armenian,25ff04
Basel-Landschaft,Australia,15,German,English,68ED7C
Basel-Landschaft,Austria,57,German,German,68ffcb
Basel-Landschaft,Azerbaijan,1,German,Azerbaijani,08f9ff
Basel-Landschaft,Bangladesh,1,German,Bengali,0406ff
Basel-Landschaft,Belarus,4,German,Russian,68ED7C
Basel-Landschaft,Belgium,30,German,Dutch,fffd66
Basel-Landschaft,Bolivia,2,German,Spanish,68ffcb
Basel-Landschaft,Bosnia and Herzegovina,13,German,Croatian,9900ff
Basel-Landschaft,Brazil,38,German,Portuguese,0406ff
Basel-Landschaft,Bulgaria,13,German,Bulgarian,0406ff
Basel-Landschaft,Cambodia,1,German,Khmer,ffc668
Basel-Landschaft,Cameroon,2,German,English,68ED7C
Basel-Landschaft,Canada,25,German,English,68ED7C
Basel-Landschaft,Chile,8,German,Spanish,68ffcb
Basel-Landschaft,Colombia,13,German,Spanish,68ffcb
Basel-Landschaft,Congo,1,German,French,f26aff
Basel-Landschaft,Costa Rica,6,German,Spanish,68ffcb
Basel-Landschaft,Côte d'Ivoire,3,German,French,f26aff
Basel-Landschaft,Croatia,20,German,Albanian,ff0000
Basel-Landschaft,Cuba,3,German,Spanish,68ffcb
Basel-Landschaft,Cyprus,2,German,Greek,c45dff
Basel-Landschaft,Czech Republic,36,German,Czech,ff0880
Basel-Landschaft,Denmark,28,German,Danish,ff4743
Basel-Landschaft,Dominican Republic,19,German,Spanish,68ffcb
Basel-Landschaft,Ecuador,3,German,Spanish,68ffcb
Basel-Landschaft,Egypt,13,German,Arabic,fffd06
Basel-Landschaft,Eritrea,65,German,Arabic,fffd06
Basel-Landschaft,Estonia,1,German,Estonian,6cd8ed
Basel-Landschaft,Finland,9,German,Finnish,7677ff
Basel-Landschaft,France,96,German,French,f26aff
Basel-Landschaft,Gambia,1,German,English,68ED7C
Basel-Landschaft,Georgia,2,German,Georgian,ffad61
Basel-Landschaft,Germany,940,German,German,68ffcb
Basel-Landschaft,Ghana,4,German,English,68ED7C
Basel-Landschaft,Greece,33,German,Greek,c45dff
Basel-Landschaft,Guatemala,2,German,Spanish,68ffcb
Basel-Landschaft,Honduras,1,German,Spanish,68ffcb
Basel-Landschaft,Hungary,97,German,Hungarian,fbffa1
Basel-Landschaft,India,31,German,Hindi,ff908e
Basel-Landschaft,Indonesia,2,German,Indonesian,99eaff
Basel-Landschaft,Iran,8,German,Persian,ff4743
Basel-Landschaft,Iraq,6,German,Arabic,fffd06
Basel-Landschaft,Ireland,17,German,English,68ED7C
Basel-Landschaft,Israel,3,German,Hebrew,ff339f
Basel-Landschaft,Italy,315,German,Italian,9baaff
Basel-Landschaft,Japan,11,German,Japanese,ff9df5
Basel-Landschaft,Kenya,5,German,English,68ED7C
Basel-Landschaft,Kosovo,60,German,Albanian,ff0000
Basel-Landschaft,Latvia,2,German,Latvian,ff96c8
Basel-Landschaft,Liechtenstein,1,German,German,68ffcb
Basel-Landschaft,Lithuania,10,German,Lithuanian,ff0000
Basel-Landschaft,Luxembourg,1,German,French,f26aff
Basel-Landschaft,Macedonia,26,German,Macedonian,fffd06
Basel-Landschaft,Malaysia,1,German,Malaysian,08f9ff
Basel-Landschaft,Mexico,17,German,Spanish,68ffcb
Basel-Landschaft,Mongolia,1,German,Mongolian,0406ff
Basel-Landschaft,Morocco,4,German,Arabic,fffd06
Basel-Landschaft,Myanmar,1,German,Burmese,ff8424
Basel-Landschaft,Nepal,1,German,Nepali,04ffa8
Basel-Landschaft,Netherlands,59,German,Dutch,fffd66
Basel-Landschaft,New Zealand,8,German,English,68ED7C
Basel-Landschaft,Nicaragua,1,German,Spanish,68ffcb
Basel-Landschaft,Nigeria,9,German,English,68ED7C
Basel-Landschaft,Norway,1,German,Norwegian,9900ff
Basel-Landschaft,Oman,4,German,Arabic,fffd06
Basel-Landschaft,Pakistan,7,German,Urdu,a1ffd1
Basel-Landschaft,Peru,2,German,Spanish,68ffcb
Basel-Landschaft,Poland,191,German,Polish,25ff04
Basel-Landschaft,Portugal,116,German,Portuguese,0406ff
Basel-Landschaft,Romania,25,German,Romanian,fffd66
Basel-Landschaft,Russia,23,German,Russian,68ED7C
Basel-Landschaft,Senegal,1,German,French,f26aff
Basel-Landschaft,Serbia,30,German,Serbian,6cd8ed
Basel-Landschaft,Slovakia,78,German,Slovak,7677ff
Basel-Landschaft,Slovenia,27,German,Slovene,f26aff
Basel-Landschaft,Somalia,8,German,Somali,ffad61
Basel-Landschaft,South Africa,5,German,Zulu,ff0000
Basel-Landschaft,South Korea,13,German,Korean,a1ffd1
Basel-Landschaft,Spain,192,German,Spanish,68ffcb
Basel-Landschaft,State of Palestine,1,German,Arabic,fffd06
Basel-Landschaft,Sudan,1,German,Arabic,fffd06
Basel-Landschaft,Sweden,23,German,Swedish,ff339f
Basel-Landschaft,Switzerland,705,German,German,68ffcb
Basel-Landschaft,Syria,38,German,Arabic,fffd06
Basel-Landschaft,Thailand,18,German,Thai,c45dff
Basel-Landschaft,Togo,1,German,French,f26aff
Basel-Landschaft,Trinidad and Tobago,1,German,English,68ED7C
Basel-Landschaft,Tunisia,2,German,Arabic,fffd06
Basel-Landschaft,Turkey,70,German,Turkish,fffd06
Basel-Landschaft,Ukraine,12,German,Ukrainian,ffc668
Basel-Landschaft,United Kingdom,144,German,English,68ED7C
Basel-Landschaft,United States,102,German,English,68ED7C
Basel-Landschaft,Venezuela,1,German,Spanish,68ffcb
Basel-Landschaft,Vietnam,3,German,Vietnamese,ff96c8
Basel-Stadt,Afghanistan,5,German,Pashto,ff0880
Basel-Stadt,Albania,7,German,Albanian,ff0000
Basel-Stadt,Algeria,4,German,Arabic,fffd06
Basel-Stadt,Argentina,13,German,Spanish,68ffcb
Basel-Stadt,Armenia,2,German,Armenian,25ff04
Basel-Stadt,Australia,50,German,English,68ED7C
Basel-Stadt,Austria,101,German,German,68ffcb
Basel-Stadt,Azerbaijan,1,German,Azerbaijani,08f9ff
Basel-Stadt,Belarus,2,German,Russian,68ED7C
Basel-Stadt,Belgium,59,German,Dutch,fffd66
Basel-Stadt,Belize,1,German,English,68ED7C
Basel-Stadt,Bolivia,4,German,Spanish,68ffcb
Basel-Stadt,Bosnia and Herzegovina,16,German,Croatian,9900ff
Basel-Stadt,Brazil,65,German,Portuguese,0406ff
Basel-Stadt,Bulgaria,29,German,Bulgarian,0406ff
Basel-Stadt,Burkina Faso,1,German,French,f26aff
Basel-Stadt,Cameroon,13,German,English,68ED7C
Basel-Stadt,Canada,65,German,English,68ED7C
Basel-Stadt,Cape Verde,2,German,Portuguese,0406ff
Basel-Stadt,Chile,1,German,Spanish,68ffcb
Basel-Stadt,Colombia,15,German,Spanish,68ffcb
Basel-Stadt,Congo,1,German,French,f26aff
Basel-Stadt,Costa Rica,3,German,Spanish,68ffcb
Basel-Stadt,Croatia,26,German,Albanian,ff0000
Basel-Stadt,Cuba,2,German,Spanish,68ffcb
Basel-Stadt,Cyprus,4,German,Greek,c45dff
Basel-Stadt,Czech Republic,42,German,Czech,ff0880
Basel-Stadt,Denmark,31,German,Danish,ff4743
Basel-Stadt,Dominica,1,German,English,68ED7C
Basel-Stadt,Dominican Republic,16,German,Spanish,68ffcb
Basel-Stadt,Ecuador,5,German,Spanish,68ffcb
Basel-Stadt,Egypt,24,German,Arabic,fffd06
Basel-Stadt,El Salvador,3,German,Spanish,68ffcb
Basel-Stadt,Eritrea,42,German,Arabic,fffd06
Basel-Stadt,Estonia,8,German,Estonian,6cd8ed
Basel-Stadt,Finland,42,German,Finnish,7677ff
Basel-Stadt,France,300,German,French,f26aff
Basel-Stadt,Gambia,2,German,English,68ED7C
Basel-Stadt,Georgia,2,German,Georgian,ffad61
Basel-Stadt,Germany,1519,German,German,68ffcb
Basel-Stadt,Ghana,5,German,English,68ED7C
Basel-Stadt,Greece,53,German,Greek,c45dff
Basel-Stadt,Guatemala,2,German,Spanish,68ffcb
Basel-Stadt,Guinea,2,German,French,f26aff
Basel-Stadt,Guinea-Bissau,1,German,Portuguese,0406ff
Basel-Stadt,Haiti,1,German,French,f26aff
Basel-Stadt,Hungary,138,German,Hungarian,fbffa1
Basel-Stadt,Iceland,2,German,Icelandic,90ff9b
Basel-Stadt,India,357,German,Hindi,ff908e
Basel-Stadt,Indonesia,7,German,Indonesian,99eaff
Basel-Stadt,Iran,11,German,Persian,ff4743
Basel-Stadt,Iraq,2,German,Arabic,fffd06
Basel-Stadt,Ireland,48,German,English,68ED7C
Basel-Stadt,Israel,17,German,Hebrew,ff339f
Basel-Stadt,Italy,548,German,Italian,9baaff
Basel-Stadt,Japan,45,German,Japanese,ff9df5
Basel-Stadt,Jordan,1,German,Arabic,fffd06
Basel-Stadt,Kazakhstan,2,German,Rusian,68ED7C
Basel-Stadt,Kenya,2,German,English,68ED7C
Basel-Stadt,Kosovo,59,German,Albanian,ff0000
Basel-Stadt,Kyrgyzstan,1,German,Rusian,68ED7C
Basel-Stadt,Laos,1,German,Lao,c994ff
Basel-Stadt,Latvia,10,German,Latvian,ff96c8
Basel-Stadt,Lebanon,5,German,Arabic,fffd06
Basel-Stadt,Libya,3,German,Arabic,fffd06
Basel-Stadt,Liechtenstein,3,German,German,68ffcb
Basel-Stadt,Lithuania,21,German,Lithuanian,ff0000
Basel-Stadt,Luxembourg,11,German,French,f26aff
Basel-Stadt,Macedonia,46,German,Macedonian,fffd06
Basel-Stadt,Malaysia,7,German,Malaysian,08f9ff
Basel-Stadt,Malta,2,German,English,68ED7C
Basel-Stadt,Mauritius,1,German,English,68ED7C
Basel-Stadt,Mexico,26,German,Spanish,68ffcb
Basel-Stadt,Mongolia,2,German,Mongolian,0406ff
Basel-Stadt,Morocco,9,German,Arabic,fffd06
Basel-Stadt,Mozambique,1,German,Portuguese,0406ff
Basel-Stadt,Namibia,1,German,English,68ED7C
Basel-Stadt,Nepal,3,German,Nepali,04ffa8
Basel-Stadt,Netherlands,89,German,Dutch,fffd66
Basel-Stadt,New Zealand,8,German,English,68ED7C
Basel-Stadt,Nigeria,14,German,English,68ED7C
Basel-Stadt,Norway,11,German,Norwegian,9900ff
Basel-Stadt,Pakistan,14,German,Urdu,a1ffd1
Basel-Stadt,Panama,1,German,Spanish,68ffcb
Basel-Stadt,Paraguay,1,German,Spanish,68ffcb
Basel-Stadt,Peru,2,German,Spanish,68ffcb
Basel-Stadt,Poland,147,German,Polish,25ff04
Basel-Stadt,Portugal,308,German,Portuguese,0406ff
Basel-Stadt,Republic of Uzbekistan,2,German,Uzbek,c994ff
Basel-Stadt,Romania,81,German,Romanian,fffd66
Basel-Stadt,Russia,62,German,Russian,68ED7C
Basel-Stadt,Saudi Arabia,6,German,Arabic,fffd06
Basel-Stadt,Senegal,1,German,French,f26aff
Basel-Stadt,Serbia,64,German,Serbian,6cd8ed
Basel-Stadt,Singapore,17,German,English,68ED7C
Basel-Stadt,Slovakia,98,German,Slovak,7677ff
Basel-Stadt,Slovenia,34,German,Slovene,f26aff
Basel-Stadt,Somalia,2,German,Somali,ffad61
Basel-Stadt,South Africa,9,German,Zulu,ff0000
Basel-Stadt,South Korea,26,German,Korean,a1ffd1
Basel-Stadt,Spain,420,German,Spanish,68ffcb
Basel-Stadt,State of Palestine,1,German,Arabic,fffd06
Basel-Stadt,Sweden,51,German,Swedish,ff339f
Basel-Stadt,Switzerland,739,German,German,68ffcb
Basel-Stadt,Syria,67,German,Arabic,fffd06
Basel-Stadt,Thailand,18,German,Thai,c45dff
Basel-Stadt,Togo,1,German,French,f26aff
Basel-Stadt,Trinidad and Tobago,1,German,English,68ED7C
Basel-Stadt,Tunisia,12,German,Arabic,fffd06
Basel-Stadt,Turkey,109,German,Turkish,fffd06
Basel-Stadt,Uganda,1,German,English,68ED7C
Basel-Stadt,Ukraine,24,German,Ukrainian,ffc668
Basel-Stadt,United Arab Emirates,1,German,Arabic,fffd06
Basel-Stadt,United Kingdom,293,German,English,68ED7C
Basel-Stadt,United States,341,German,English,68ED7C
Basel-Stadt,Venezuela,10,German,Spanish,68ffcb
Basel-Stadt,Vietnam,6,German,Vietnamese,ff96c8
Basel-Stadt,Yemen,1,German,Arabic,fffd06
Basel-Stadt,Zimbabwe,3,German,English,68ED7C
Bern / Berne,Afghanistan,91,German,Pashto,ff0880
Bern / Berne,Albania,20,German,Albanian,ff0000
Bern / Berne,Algeria,35,German,Arabic,fffd06
Bern / Berne,Angola,13,German,Portuguese,0406ff
Bern / Berne,Antigua and Barbuda,1,German,English,68ED7C
Bern / Berne,Argentina,19,German,Spanish,68ffcb
Bern / Berne,Armenia,8,German,Armenian,25ff04
Bern / Berne,Australia,19,German,English,68ED7C
Bern / Berne,Austria,213,German,German,68ffcb
Bern / Berne,Azerbaijan,19,German,Azerbaijani,08f9ff
Bern / Berne,Bahamas,2,German,English,68ED7C
Bern / Berne,Bangladesh,8,German,Bengali,0406ff
Bern / Berne,Barbados,1,German,English,68ED7C
Bern / Berne,Belarus,10,German,Russian,68ED7C
Bern / Berne,Belgium,57,German,Dutch,fffd66
Bern / Berne,Benin,1,German,French,f26aff
Bern / Berne,Bolivia,6,German,Spanish,68ffcb
Bern / Berne,Bosnia and Herzegovina,64,German,Croatian,9900ff
Bern / Berne,Brazil,119,German,Portuguese,0406ff
Bern / Berne,Bulgaria,128,German,Bulgarian,0406ff
Bern / Berne,Burkina Faso,2,German,French,f26aff
Bern / Berne,Cambodia,3,German,Khmer,ffc668
Bern / Berne,Cameroon,25,German,English,68ED7C
Bern / Berne,Canada,66,German,English,68ED7C
Bern / Berne,Chile,16,German,Spanish,68ffcb
Bern / Berne,Colombia,43,German,Spanish,68ffcb
Bern / Berne,Congo,19,German,French,f26aff
Bern / Berne,Congo,3,German,French,f26aff
Bern / Berne,Costa Rica,7,German,Spanish,68ffcb
Bern / Berne,Côte d'Ivoire,18,German,French,f26aff
Bern / Berne,Croatia,50,German,Albanian,ff0000
Bern / Berne,Cuba,19,German,Spanish,68ffcb
Bern / Berne,Cyprus,1,German,Greek,c45dff
Bern / Berne,Czech Republic,197,German,Czech,ff0880
Bern / Berne,Denmark,21,German,Danish,ff4743
Bern / Berne,Dominican Republic,29,German,Spanish,68ffcb
Bern / Berne,Ecuador,17,German,Spanish,68ffcb
Bern / Berne,Egypt,62,German,Arabic,fffd06
Bern / Berne,Eritrea,215,German,Arabic,fffd06
Bern / Berne,Estonia,24,German,Estonian,6cd8ed
Bern / Berne,Finland,34,German,Finnish,7677ff
Bern / Berne,France,533,German,French,f26aff
Bern / Berne,Gabon,5,German,French,f26aff
Bern / Berne,Gambia,2,German,English,68ED7C
Bern / Berne,Georgia,10,German,Georgian,ffad61
Bern / Berne,Germany,2245,German,German,68ffcb
Bern / Berne,Ghana,11,German,English,68ED7C
Bern / Berne,Greece,81,German,Greek,c45dff
Bern / Berne,Guatemala,1,German,Spanish,68ffcb
Bern / Berne,Guinea,11,German,French,f26aff
Bern / Berne,Haiti,1,German,French,f26aff
Bern / Berne,Honduras,4,German,Spanish,68ffcb
Bern / Berne,Hungary,411,German,Hungarian,fbffa1
Bern / Berne,Iceland,1,German,Icelandic,90ff9b
Bern / Berne,India,159,German,Hindi,ff908e
Bern / Berne,Indonesia,29,German,Indonesian,99eaff
Bern / Berne,Iran,42,German,Persian,ff4743
Bern / Berne,Iraq,35,German,Arabic,fffd06
Bern / Berne,Ireland,23,German,English,68ED7C
Bern / Berne,Israel,11,German,Hebrew,ff339f
Bern / Berne,Italy,1057,German,Italian,9baaff
Bern / Berne,Jamaica,3,German,English,68ED7C
Bern / Berne,Japan,57,German,Japanese,ff9df5
Bern / Berne,Jordan,16,German,Arabic,fffd06
Bern / Berne,Kazakhstan,6,German,Rusian,68ED7C
Bern / Berne,Kenya,19,German,English,68ED7C
Bern / Berne,Kosovo,244,German,Albanian,ff0000
Bern / Berne,Kuwait,1,German,Arabic,fffd06
Bern / Berne,Kyrgyzstan,1,German,Rusian,68ED7C
Bern / Berne,Latvia,32,German,Latvian,ff96c8
Bern / Berne,Lebanon,12,German,Arabic,fffd06
Bern / Berne,Libya,25,German,Arabic,fffd06
Bern / Berne,Liechtenstein,6,German,German,68ffcb
Bern / Berne,Lithuania,29,German,Lithuanian,ff0000
Bern / Berne,Luxembourg,13,German,French,f26aff
Bern / Berne,Macedonia,162,German,Macedonian,fffd06
