Canton,Country,People,CantonLanguage,CountryLanguage,Colour
Neuchâtel,Ireland,8,French,English,68ED7C
Neuchâtel,Italy,292,French,Italian,9baaff
Neuchâtel,Japan,9,French,Japanese,ff9df5
Neuchâtel,Kenya,4,French,English,68ED7C
Neuchâtel,Kosovo,39,French,Albanian,ff0000
Neuchâtel,Laos,1,French,Lao,c994ff
Neuchâtel,Latvia,2,French,Latvian,ff96c8
Neuchâtel,Lebanon,5,French,Arabic,fffd06
Neuchâtel,Lithuania,1,French,Lithuanian,ff0000
Neuchâtel,Luxembourg,2,French,French,f26aff
Neuchâtel,Macedonia,8,French,Macedonian,fffd06
Neuchâtel,Madagascar,5,French,French,f26aff
Neuchâtel,Malaysia,3,French,Malaysian,08f9ff
Neuchâtel,Mali,3,French,French,f26aff
Neuchâtel,Mauritius,4,French,English,68ED7C
Neuchâtel,Mexico,9,French,Spanish,68ffcb
Neuchâtel,Morocco,32,French,Arabic,fffd06
Neuchâtel,Nepal,3,French,Nepali,04ffa8
Neuchâtel,Netherlands,11,French,Dutch,fffd66
Neuchâtel,New Zealand,1,French,English,68ED7C
Neuchâtel,Nigeria,2,French,English,68ED7C
Neuchâtel,Pakistan,9,French,Urdu,a1ffd1
Neuchâtel,Paraguay,1,French,Spanish,68ffcb
Neuchâtel,Peru,8,French,Spanish,68ffcb
Neuchâtel,Poland,32,French,Polish,25ff04
Neuchâtel,Portugal,713,French,Portuguese,0406ff
Neuchâtel,Romania,90,French,Romanian,fffd66
Neuchâtel,Russia,36,French,Russian,68ED7C
Neuchâtel,Senegal,10,French,French,f26aff
Neuchâtel,Serbia,7,French,Serbian,6cd8ed
Neuchâtel,Slovakia,3,French,Slovak,7677ff
Neuchâtel,Slovenia,8,French,Slovene,f26aff
Neuchâtel,Somalia,6,French,Somali,ffad61
Neuchâtel,South Africa,5,French,Zulu,ff0000
Neuchâtel,South Korea,14,French,Korean,a1ffd1
Neuchâtel,Spain,287,French,Spanish,68ffcb
Neuchâtel,State of Palestine,1,French,Arabic,fffd06
Neuchâtel,Sweden,26,French,Swedish,ff339f
Neuchâtel,Switzerland,565,French,German,68ffcb
Neuchâtel,Syria,31,French,Arabic,fffd06
Neuchâtel,Thailand,10,French,Thai,c45dff
Neuchâtel,Togo,2,French,French,f26aff
Neuchâtel,Tunisia,25,French,Arabic,fffd06
Neuchâtel,Turkey,31,French,Turkish,fffd06
Neuchâtel,Ukraine,22,French,Ukrainian,ffc668
Neuchâtel,United Kingdom,62,French,English,68ED7C
Neuchâtel,United States,22,French,English,68ED7C
Neuchâtel,Venezuela,2,French,Spanish,68ffcb
Neuchâtel,Vietnam,10,French,Vietnamese,ff96c8
Nidwalden,Afghanistan,2,German,Pashto,ff0880
Nidwalden,Albania,1,German,Albanian,ff0000
Nidwalden,Australia,2,German,English,68ED7C
Nidwalden,Austria,32,German,German,68ffcb
Nidwalden,Belgium,1,German,Dutch,fffd66
Nidwalden,Bosnia and Herzegovina,6,German,Croatian,9900ff
Nidwalden,Brazil,4,German,Portuguese,0406ff
Nidwalden,Bulgaria,1,German,Bulgarian,0406ff
Nidwalden,Croatia,1,German,Albanian,ff0000
Nidwalden,Cuba,1,German,Spanish,68ffcb
Nidwalden,Czech Republic,5,German,Czech,ff0880
Nidwalden,Denmark,10,German,Danish,ff4743
Nidwalden,Dominican Republic,1,German,Spanish,68ffcb
Nidwalden,Egypt,1,German,Arabic,fffd06
Nidwalden,Eritrea,20,German,Arabic,fffd06
Nidwalden,Finland,1,German,Finnish,7677ff
Nidwalden,France,12,German,French,f26aff
Nidwalden,Germany,124,German,German,68ffcb
Nidwalden,Greece,1,German,Greek,c45dff
Nidwalden,Hungary,8,German,Hungarian,fbffa1
Nidwalden,India,18,German,Hindi,ff908e
Nidwalden,Iran,3,German,Persian,ff4743
Nidwalden,Iraq,2,German,Arabic,fffd06
Nidwalden,Ireland,3,German,English,68ED7C
Nidwalden,Italy,62,German,Italian,9baaff
Nidwalden,Japan,1,German,Japanese,ff9df5
Nidwalden,Kosovo,1,German,Albanian,ff0000
Nidwalden,Macedonia,2,German,Macedonian,fffd06
Nidwalden,Mexico,1,German,Spanish,68ffcb
Nidwalden,Netherlands,5,German,Dutch,fffd66
Nidwalden,Poland,15,German,Polish,25ff04
Nidwalden,Portugal,39,German,Portuguese,0406ff
Nidwalden,Romania,4,German,Romanian,fffd66
Nidwalden,Russia,6,German,Russian,68ED7C
Nidwalden,Serbia,1,German,Serbian,6cd8ed
Nidwalden,Slovakia,10,German,Slovak,7677ff
Nidwalden,Slovenia,7,German,Slovene,f26aff
Nidwalden,South Africa,2,German,Zulu,ff0000
Nidwalden,Spain,19,German,Spanish,68ffcb
Nidwalden,Sweden,2,German,Swedish,ff339f
Nidwalden,Switzerland,55,German,German,68ffcb
Nidwalden,Syria,12,German,Arabic,fffd06
Nidwalden,Thailand,3,German,Thai,c45dff
Nidwalden,Tunisia,3,German,Arabic,fffd06
Nidwalden,Turkey,8,German,Turkish,fffd06
Nidwalden,Ukraine,7,German,Ukrainian,ffc668
Nidwalden,United Kingdom,43,German,English,68ED7C
Nidwalden,United States,14,German,English,68ED7C
Obwalden,Afghanistan,1,German,Pashto,ff0880
Obwalden,Australia,4,German,English,68ED7C
Obwalden,Austria,8,German,German,68ffcb
Obwalden,Belgium,2,German,Dutch,fffd66
Obwalden,Bosnia and Herzegovina,1,German,Croatian,9900ff
Obwalden,Brazil,2,German,Portuguese,0406ff
Obwalden,Bulgaria,5,German,Bulgarian,0406ff
Obwalden,Canada,2,German,English,68ED7C
Obwalden,Czech Republic,9,German,Czech,ff0880
Obwalden,Denmark,6,German,Danish,ff4743
Obwalden,Ecuador,1,German,Spanish,68ffcb
Obwalden,Egypt,1,German,Arabic,fffd06
Obwalden,El Salvador,1,German,Spanish,68ffcb
Obwalden,Eritrea,3,German,Arabic,fffd06
Obwalden,Estonia,1,German,Estonian,6cd8ed
Obwalden,Finland,2,German,Finnish,7677ff
Obwalden,France,8,German,French,f26aff
Obwalden,Germany,112,German,German,68ffcb
Obwalden,Greece,2,German,Greek,c45dff
Obwalden,Hungary,24,German,Hungarian,fbffa1
Obwalden,Indonesia,1,German,Indonesian,99eaff
Obwalden,Ireland,2,German,English,68ED7C
Obwalden,Israel,1,German,Hebrew,ff339f
Obwalden,Italy,19,German,Italian,9baaff
Obwalden,Japan,1,German,Japanese,ff9df5
Obwalden,Kosovo,9,German,Albanian,ff0000
Obwalden,Latvia,1,German,Latvian,ff96c8
Obwalden,Macedonia,6,German,Macedonian,fffd06
Obwalden,Netherlands,8,German,Dutch,fffd66
Obwalden,New Zealand,3,German,English,68ED7C
Obwalden,Norway,1,German,Norwegian,9900ff
Obwalden,Paraguay,1,German,Spanish,68ffcb
Obwalden,Poland,10,German,Polish,25ff04
Obwalden,Portugal,72,German,Portuguese,0406ff
Obwalden,Romania,7,German,Romanian,fffd66
Obwalden,Russia,5,German,Russian,68ED7C
Obwalden,Serbia,2,German,Serbian,6cd8ed
Obwalden,Slovakia,10,German,Slovak,7677ff
Obwalden,Slovenia,1,German,Slovene,f26aff
Obwalden,Spain,10,German,Spanish,68ffcb
Obwalden,Sweden,14,German,Swedish,ff339f
Obwalden,Switzerland,80,German,German,68ffcb
Obwalden,Syria,13,German,Arabic,fffd06
Obwalden,Turkey,2,German,Turkish,fffd06
Obwalden,United Kingdom,6,German,English,68ED7C
Obwalden,United States,1,German,English,68ED7C
Obwalden,Uruguay,1,German,Spanish,68ffcb
Obwalden,Vietnam,1,German,Vietnamese,ff96c8
Ohne Angabe,Germany,1,German,German,68ffcb
Ohne Angabe,Japan,1,German,Japanese,ff9df5
Ohne Angabe,Poland,1,German,Polish,25ff04
Schaffhausen,Afghanistan,8,German,Pashto,ff0880
Schaffhausen,Albania,3,German,Albanian,ff0000
Schaffhausen,Algeria,1,German,Arabic,fffd06
Schaffhausen,Armenia,1,German,Armenian,25ff04
Schaffhausen,Australia,5,German,English,68ED7C
Schaffhausen,Austria,23,German,German,68ffcb
Schaffhausen,Bangladesh,1,German,Bengali,0406ff
Schaffhausen,Belgium,11,German,Dutch,fffd66
Schaffhausen,Bosnia and Herzegovina,10,German,Croatian,9900ff
Schaffhausen,Brazil,11,German,Portuguese,0406ff
Schaffhausen,Bulgaria,7,German,Bulgarian,0406ff
Schaffhausen,Cambodia,2,German,Khmer,ffc668
Schaffhausen,Canada,2,German,English,68ED7C
Schaffhausen,Colombia,1,German,Spanish,68ffcb
Schaffhausen,Côte d'Ivoire,2,German,French,f26aff
Schaffhausen,Croatia,17,German,Albanian,ff0000
Schaffhausen,Cuba,1,German,Spanish,68ffcb
Schaffhausen,Czech Republic,10,German,Czech,ff0880
Schaffhausen,Denmark,1,German,Danish,ff4743
Schaffhausen,Dominican Republic,2,German,Spanish,68ffcb
Schaffhausen,Egypt,1,German,Arabic,fffd06
Schaffhausen,Eritrea,24,German,Arabic,fffd06
Schaffhausen,Estonia,1,German,Estonian,6cd8ed
Schaffhausen,France,20,German,French,f26aff
Schaffhausen,Germany,440,German,German,68ffcb
Schaffhausen,Ghana,1,German,English,68ED7C
Schaffhausen,Greece,10,German,Greek,c45dff
Schaffhausen,Hungary,62,German,Hungarian,fbffa1
Schaffhausen,India,17,German,Hindi,ff908e
Schaffhausen,Indonesia,1,German,Indonesian,99eaff
Schaffhausen,Iran,2,German,Persian,ff4743
Schaffhausen,Iraq,3,German,Arabic,fffd06
Schaffhausen,Ireland,5,German,English,68ED7C
Schaffhausen,Italy,104,German,Italian,9baaff
Schaffhausen,Japan,2,German,Japanese,ff9df5
Schaffhausen,Kenya,2,German,English,68ED7C
Schaffhausen,Kosovo,24,German,Albanian,ff0000
Schaffhausen,Latvia,1,German,Latvian,ff96c8
Schaffhausen,Liechtenstein,1,German,German,68ffcb
Schaffhausen,Lithuania,1,German,Lithuanian,ff0000
Schaffhausen,Macedonia,26,German,Macedonian,fffd06
Schaffhausen,Mauritius,1,German,English,68ED7C
Schaffhausen,Mexico,2,German,Spanish,68ffcb
Schaffhausen,Morocco,2,German,Arabic,fffd06
Schaffhausen,Nepal,1,German,Nepali,04ffa8
Schaffhausen,Netherlands,12,German,Dutch,fffd66
Schaffhausen,New Zealand,1,German,English,68ED7C
Schaffhausen,Nigeria,1,German,English,68ED7C
Schaffhausen,Paraguay,1,German,Spanish,68ffcb
Schaffhausen,Poland,65,German,Polish,25ff04
Schaffhausen,Portugal,36,German,Portuguese,0406ff
Schaffhausen,Romania,11,German,Romanian,fffd66
Schaffhausen,Russia,14,German,Russian,68ED7C
Schaffhausen,Senegal,1,German,French,f26aff
Schaffhausen,Serbia,22,German,Serbian,6cd8ed
Schaffhausen,Singapore,2,German,English,68ED7C
Schaffhausen,Slovakia,20,German,Slovak,7677ff
Schaffhausen,Slovenia,20,German,Slovene,f26aff
Schaffhausen,Somalia,1,German,Somali,ffad61
Schaffhausen,South Africa,3,German,Zulu,ff0000
Schaffhausen,South Korea,2,German,Korean,a1ffd1
Schaffhausen,Spain,44,German,Spanish,68ffcb
Schaffhausen,Sweden,12,German,Swedish,ff339f
Schaffhausen,Syria,34,German,Arabic,fffd06
Schaffhausen,Thailand,4,German,Thai,c45dff
Schaffhausen,Tunisia,1,German,Arabic,fffd06
Schaffhausen,Turkey,19,German,Turkish,fffd06
Schaffhausen,Ukraine,5,German,Ukrainian,ffc668
Schaffhausen,United Kingdom,38,German,English,68ED7C
Schaffhausen,United States,50,German,English,68ED7C
Schaffhausen,Vietnam,3,German,Vietnamese,ff96c8
Schwyz,Afghanistan,15,German,Pashto,ff0880
Schwyz,Albania,2,German,Albanian,ff0000
Schwyz,Australia,6,German,English,68ED7C
Schwyz,Austria,64,German,German,68ffcb
Schwyz,Belarus,2,German,Russian,68ED7C
Schwyz,Belgium,18,German,Dutch,fffd66
Schwyz,Bosnia and Herzegovina,7,German,Croatian,9900ff
Schwyz,Brazil,12,German,Portuguese,0406ff
Schwyz,Bulgaria,11,German,Bulgarian,0406ff
Schwyz,Canada,5,German,English,68ED7C
Schwyz,Colombia,3,German,Spanish,68ffcb
Schwyz,Croatia,5,German,Albanian,ff0000
Schwyz,Cuba,2,German,Spanish,68ffcb
Schwyz,Czech Republic,18,German,Czech,ff0880
Schwyz,Denmark,7,German,Danish,ff4743
Schwyz,Dominican Republic,6,German,Spanish,68ffcb
Schwyz,Ecuador,3,German,Spanish,68ffcb
Schwyz,Eritrea,29,German,Arabic,fffd06
Schwyz,Estonia,4,German,Estonian,6cd8ed
Schwyz,Finland,13,German,Finnish,7677ff
Schwyz,France,38,German,French,f26aff
Schwyz,Germany,529,German,German,68ffcb
Schwyz,Greece,14,German,Greek,c45dff
Schwyz,Hungary,79,German,Hungarian,fbffa1
Schwyz,Iceland,3,German,Icelandic,90ff9b
Schwyz,India,4,German,Hindi,ff908e
Schwyz,Indonesia,2,German,Indonesian,99eaff
Schwyz,Iran,2,German,Persian,ff4743
Schwyz,Ireland,3,German,English,68ED7C
Schwyz,Italy,140,German,Italian,9baaff
Schwyz,Japan,3,German,Japanese,ff9df5
Schwyz,Kosovo,32,German,Albanian,ff0000
Schwyz,Latvia,3,German,Latvian,ff96c8
Schwyz,Libya,7,German,Arabic,fffd06
Schwyz,Liechtenstein,2,German,German,68ffcb
Schwyz,Lithuania,3,German,Lithuanian,ff0000
Schwyz,Luxembourg,3,German,French,f26aff
Schwyz,Macedonia,12,German,Macedonian,fffd06
Schwyz,Mexico,10,German,Spanish,68ffcb
Schwyz,Netherlands,47,German,Dutch,fffd66
Schwyz,Nigeria,2,German,English,68ED7C
Schwyz,Peru,2,German,Spanish,68ffcb
Schwyz,Poland,84,German,Polish,25ff04
Schwyz,Portugal,105,German,Portuguese,0406ff
Schwyz,Romania,20,German,Romanian,fffd66
Schwyz,Russia,20,German,Russian,68ED7C
Schwyz,Senegal,2,German,French,f26aff
Schwyz,Serbia,19,German,Serbian,6cd8ed
Schwyz,Slovakia,58,German,Slovak,7677ff
Schwyz,Slovenia,22,German,Slovene,f26aff
Schwyz,Somalia,7,German,Somali,ffad61
Schwyz,South Korea,3,German,Korean,a1ffd1
Schwyz,Spain,66,German,Spanish,68ffcb
Schwyz,Sweden,19,German,Swedish,ff339f
Schwyz,Switzerland,312,German,German,68ffcb
Schwyz,Syria,30,German,Arabic,fffd06
Schwyz,Thailand,5,German,Thai,c45dff
Schwyz,Turkey,17,German,Turkish,fffd06
Schwyz,Ukraine,18,German,Ukrainian,ffc668
Schwyz,United Kingdom,49,German,English,68ED7C
Schwyz,United States,16,German,English,68ED7C
Schwyz,Vietnam,4,German,Vietnamese,ff96c8
Solothurn,Afghanistan,27,German,Pashto,ff0880
Solothurn,Albania,5,German,Albanian,ff0000
Solothurn,Algeria,1,German,Arabic,fffd06
Solothurn,Argentina,3,German,Spanish,68ffcb
Solothurn,Armenia,2,German,Armenian,25ff04
Solothurn,Australia,3,German,English,68ED7C
Solothurn,Austria,64,German,German,68ffcb
Solothurn,Bangladesh,1,German,Bengali,0406ff
Solothurn,Belgium,12,German,Dutch,fffd66
Solothurn,Bosnia and Herzegovina,28,German,Croatian,9900ff
Solothurn,Brazil,33,German,Portuguese,0406ff
Solothurn,Bulgaria,40,German,Bulgarian,0406ff
Solothurn,Cameroon,5,German,English,68ED7C
Solothurn,Canada,6,German,English,68ED7C
Solothurn,Chile,2,German,Spanish,68ffcb
Solothurn,Colombia,3,German,Spanish,68ffcb
Solothurn,Congo,2,German,French,f26aff
Solothurn,Congo,2,German,French,f26aff
Solothurn,Costa Rica,1,German,Spanish,68ffcb
Solothurn,Côte d'Ivoire,2,German,French,f26aff
Solothurn,Croatia,14,German,Albanian,ff0000
Solothurn,Czech Republic,41,German,Czech,ff0880
Solothurn,Denmark,9,German,Danish,ff4743
Solothurn,Dominican Republic,28,German,Spanish,68ffcb
Solothurn,Ecuador,3,German,Spanish,68ffcb
Solothurn,Egypt,6,German,Arabic,fffd06
Solothurn,Eritrea,49,German,Arabic,fffd06
Solothurn,Finland,13,German,Finnish,7677ff
Solothurn,France,53,German,French,f26aff
Solothurn,Gambia,2,German,English,68ED7C
Solothurn,Germany,691,German,German,68ffcb
Solothurn,Ghana,2,German,English,68ED7C
Solothurn,Greece,13,German,Greek,c45dff
Solothurn,Guinea,3,German,French,f26aff
Solothurn,Guinea-Bissau,1,German,Portuguese,0406ff
Solothurn,Hungary,201,German,Hungarian,fbffa1
Solothurn,India,35,German,Hindi,ff908e
Solothurn,Indonesia,1,German,Indonesian,99eaff
Solothurn,Iran,1,German,Persian,ff4743
Solothurn,Iraq,17,German,Arabic,fffd06
Solothurn,Ireland,13,German,English,68ED7C
Solothurn,Israel,1,German,Hebrew,ff339f
Solothurn,Italy,379,German,Italian,9baaff
Solothurn,Japan,7,German,Japanese,ff9df5
Solothurn,Jordan,1,German,Arabic,fffd06
Solothurn,Kazakhstan,1,German,Rusian,68ED7C
Solothurn,Kosovo,103,German,Albanian,ff0000
Solothurn,Kyrgyzstan,2,German,Rusian,68ED7C
Solothurn,Latvia,6,German,Latvian,ff96c8
Solothurn,Libya,1,German,Arabic,fffd06
Solothurn,Lithuania,13,German,Lithuanian,ff0000
Solothurn,Luxembourg,1,German,French,f26aff
Solothurn,Macedonia,54,German,Macedonian,fffd06
Solothurn,Mali,4,German,French,f26aff
Solothurn,Mexico,4,German,Spanish,68ffcb
Solothurn,Mongolia,2,German,Mongolian,0406ff
Solothurn,Morocco,7,German,Arabic,fffd06
Solothurn,Myanmar,1,German,Burmese,ff8424
Solothurn,Nepal,1,German,Nepali,04ffa8
Solothurn,Netherlands,35,German,Dutch,fffd66
Solothurn,Nigeria,8,German,English,68ED7C
Solothurn,Norway,1,German,Norwegian,9900ff
Solothurn,Oman,1,German,Arabic,fffd06
Solothurn,Pakistan,4,German,Urdu,a1ffd1
Solothurn,Paraguay,2,German,Spanish,68ffcb
Solothurn,Peru,3,German,Spanish,68ffcb
Solothurn,Poland,186,German,Polish,25ff04
Solothurn,Portugal,123,German,Portuguese,0406ff
Solothurn,Republic of Uzbekistan,2,German,Uzbek,c994ff
Solothurn,Romania,42,German,Romanian,fffd66
Solothurn,Russia,17,German,Russian,68ED7C
Solothurn,Senegal,1,German,French,f26aff
Solothurn,Serbia,61,German,Serbian,6cd8ed
Solothurn,Seychellen,1,German,English,68ED7C
Solothurn,Slovakia,96,German,Slovak,7677ff
Solothurn,Slovenia,99,German,Slovene,f26aff
Solothurn,Somalia,6,German,Somali,ffad61
Solothurn,South Africa,2,German,Zulu,ff0000
Solothurn,Spain,122,German,Spanish,68ffcb
Solothurn,Sudan,1,German,Arabic,fffd06
Solothurn,Sweden,9,German,Swedish,ff339f
Solothurn,Switzerland,503,German,German,68ffcb
Solothurn,Syria,59,German,Arabic,fffd06
Solothurn,Thailand,26,German,Thai,c45dff
Solothurn,Togo,4,German,French,f26aff
Solothurn,Tunisia,8,German,Arabic,fffd06
Solothurn,Turkey,57,German,Turkish,fffd06
Solothurn,Ukraine,17,German,Ukrainian,ffc668
Solothurn,United Kingdom,50,German,English,68ED7C
Solothurn,United States,14,German,English,68ED7C
Solothurn,Venezuela,3,German,Spanish,68ffcb
Solothurn,Vietnam,6,German,Vietnamese,ff96c8
St. Gallen,Afghanistan,52,German,Pashto,ff0880
St. Gallen,Albania,12,German,Albanian,ff0000
St. Gallen,Algeria,2,German,Arabic,fffd06
St. Gallen,Angola,1,German,Portuguese,0406ff
St. Gallen,Argentina,8,German,Spanish,68ffcb
St. Gallen,Armenia,1,German,Armenian,25ff04
St. Gallen,Australia,12,German,English,68ED7C
St. Gallen,Austria,670,German,German,68ffcb
St. Gallen,Azerbaijan,2,German,Azerbaijani,08f9ff
St. Gallen,Bahamas,1,German,English,68ED7C
St. Gallen,Bangladesh,2,German,Bengali,0406ff
St. Gallen,Belarus,3,German,Russian,68ED7C
St. Gallen,Belgium,15,German,Dutch,fffd66
St. Gallen,Bolivia,1,German,Spanish,68ffcb
St. Gallen,Bosnia and Herzegovina,97,German,Croatian,9900ff
St. Gallen,Brazil,45,German,Portuguese,0406ff
St. Gallen,Bulgaria,53,German,Bulgarian,0406ff
St. Gallen,Cameroon,3,German,English,68ED7C
St. Gallen,Canada,13,German,English,68ED7C
St. Gallen,Chile,3,German,Spanish,68ffcb
St. Gallen,Colombia,13,German,Spanish,68ffcb
St. Gallen,Congo,4,German,French,f26aff
St. Gallen,Congo,1,German,French,f26aff
St. Gallen,Costa Rica,3,German,Spanish,68ffcb
St. Gallen,Côte d'Ivoire,1,German,French,f26aff
St. Gallen,Croatia,35,German,Albanian,ff0000
St. Gallen,Cuba,4,German,Spanish,68ffcb
St. Gallen,Cyprus,4,German,Greek,c45dff
St. Gallen,Czech Republic,95,German,Czech,ff0880
St. Gallen,Denmark,14,German,Danish,ff4743
St. Gallen,Dominican Republic,22,German,Spanish,68ffcb
St. Gallen,Ecuador,7,German,Spanish,68ffcb
St. Gallen,Egypt,8,German,Arabic,fffd06
St. Gallen,Eritrea,93,German,Arabic,fffd06
St. Gallen,Estonia,4,German,Estonian,6cd8ed
St. Gallen,Finland,14,German,Finnish,7677ff
St. Gallen,France,74,German,French,f26aff
St. Gallen,Gambia,1,German,English,68ED7C
St. Gallen,Germany,2137,German,German,68ffcb
St. Gallen,Ghana,1,German,English,68ED7C
St. Gallen,Greece,96,German,Greek,c45dff
St. Gallen,Guatemala,1,German,Spanish,68ffcb
St. Gallen,Guinea,1,German,French,f26aff
St. Gallen,Guinea-Bissau,1,German,Portuguese,0406ff
St. Gallen,Haiti,1,German,French,f26aff
St. Gallen,Honduras,4,German,Spanish,68ffcb
St. Gallen,Hungary,492,German,Hungarian,fbffa1
St. Gallen,India,49,German,Hindi,ff908e
St. Gallen,Indonesia,4,German,Indonesian,99eaff
St. Gallen,Iran,9,German,Persian,ff4743
St. Gallen,Iraq,14,German,Arabic,fffd06
St. Gallen,Ireland,5,German,English,68ED7C
St. Gallen,Israel,6,German,Hebrew,ff339f
St. Gallen,Italy,712,German,Italian,9baaff
St. Gallen,Japan,15,German,Japanese,ff9df5
St. Gallen,Jordan,4,German,Arabic,fffd06
St. Gallen,Kazakhstan,4,German,Rusian,68ED7C
St. Gallen,Kenya,7,German,English,68ED7C
St. Gallen,Kosovo,158,German,Albanian,ff0000
St. Gallen,Kyrgyzstan,2,German,Rusian,68ED7C
St. Gallen,Latvia,16,German,Latvian,ff96c8
St. Gallen,Lebanon,5,German,Arabic,fffd06
St. Gallen,Liberia,1,German,English,68ED7C
St. Gallen,Libya,1,German,Arabic,fffd06
St. Gallen,Liechtenstein,30,German,German,68ffcb
St. Gallen,Lithuania,15,German,Lithuanian,ff0000
St. Gallen,Luxembourg,3,German,French,f26aff
St. Gallen,Macedonia,134,German,Macedonian,fffd06
St. Gallen,Madagascar,2,German,French,f26aff
St. Gallen,Malaysia,1,German,Malaysian,08f9ff
St. Gallen,Mali,4,German,French,f26aff
St. Gallen,Mexico,24,German,Spanish,68ffcb
St. Gallen,Moldova,1,German,Romanian,fffd66
St. Gallen,Mongolia,1,German,Mongolian,0406ff
St. Gallen,Morocco,9,German,Arabic,fffd06
St. Gallen,Nepal,2,German,Nepali,04ffa8
St. Gallen,Netherlands,49,German,Dutch,fffd66
St. Gallen,New Zealand,2,German,English,68ED7C
St. Gallen,Nigeria,4,German,English,68ED7C
St. Gallen,Norway,6,German,Norwegian,9900ff
St. Gallen,Pakistan,5,German,Urdu,a1ffd1
St. Gallen,Panama,1,German,Spanish,68ffcb
St. Gallen,Paraguay,3,German,Spanish,68ffcb
St. Gallen,Peru,10,German,Spanish,68ffcb
St. Gallen,Poland,309,German,Polish,25ff04
St. Gallen,Portugal,368,German,Portuguese,0406ff
St. Gallen,Republic of Uzbekistan,5,German,Uzbek,c994ff
St. Gallen,Romania,130,German,Romanian,fffd66
St. Gallen,Russia,95,German,Russian,68ED7C
St. Gallen,Senegal,1,German,French,f26aff
St. Gallen,Serbia,114,German,Serbian,6cd8ed
St. Gallen,Singapore,4,German,English,68ED7C
St. Gallen,Slovakia,250,German,Slovak,7677ff
St. Gallen,Slovenia,139,German,Slovene,f26aff
St. Gallen,Somalia,27,German,Somali,ffad61
St. Gallen,South Africa,1,German,Zulu,ff0000
St. Gallen,South Korea,6,German,Korean,a1ffd1
St. Gallen,Spain,312,German,Spanish,68ffcb
St. Gallen,Sudan,3,German,Arabic,fffd06
St. Gallen,Sweden,26,German,Swedish,ff339f
St. Gallen,Switzerland,1152,German,German,68ffcb
St. Gallen,Syria,78,German,Arabic,fffd06
St. Gallen,Thailand,40,German,Thai,c45dff
St. Gallen,Togo,2,German,French,f26aff
St. Gallen,Tunisia,16,German,Arabic,fffd06
St. Gallen,Turkey,75,German,Turkish,fffd06
St. Gallen,Uganda,1,German,English,68ED7C
St. Gallen,Ukraine,42,German,Ukrainian,ffc668
St. Gallen,United Kingdom,65,German,English,68ED7C
St. Gallen,United States,46,German,English,68ED7C
St. Gallen,Uruguay,2,German,Spanish,68ffcb
St. Gallen,Venezuela,3,German,Spanish,68ffcb
St. Gallen,Vietnam,18,German,Vietnamese,ff96c8
Thurgau,Afghanistan,11,German,Pashto,ff0880
Thurgau,Albania,3,German,Albanian,ff0000
Thurgau,Algeria,3,German,Arabic,fffd06
Thurgau,Angola,1,German,Portuguese,0406ff
Thurgau,Armenia,2,German,Armenian,25ff04
Thurgau,Australia,3,German,English,68ED7C
Thurgau,Austria,80,German,German,68ffcb
Thurgau,Bangladesh,1,German,Bengali,0406ff
Thurgau,Belarus,3,German,Russian,68ED7C
Thurgau,Belgium,2,German,Dutch,fffd66
Thurgau,Bolivia,1,German,Spanish,68ffcb
Thurgau,Bosnia and Herzegovina,15,German,Croatian,9900ff
Thurgau,Brazil,31,German,Portuguese,0406ff
Thurgau,Bulgaria,7,German,Bulgarian,0406ff
Thurgau,Cambodia,1,German,Khmer,ffc668
Thurgau,Cameroon,2,German,English,68ED7C
Thurgau,Canada,5,German,English,68ED7C
Thurgau,Chile,1,German,Spanish,68ffcb
Thurgau,Colombia,11,German,Spanish,68ffcb
Thurgau,Congo,1,German,French,f26aff
Thurgau,Costa Rica,1,German,Spanish,68ffcb
Thurgau,Croatia,14,German,Albanian,ff0000
Thurgau,Cuba,6,German,Spanish,68ffcb
Thurgau,Czech Republic,63,German,Czech,ff0880
Thurgau,Denmark,4,German,Danish,ff4743
Thurgau,Dominican Republic,8,German,Spanish,68ffcb
Thurgau,Egypt,2,German,Arabic,fffd06
Thurgau,Eritrea,29,German,Arabic,fffd06
Thurgau,Estonia,3,German,Estonian,6cd8ed
Thurgau,Finland,2,German,Finnish,7677ff
Thurgau,France,17,German,French,f26aff
Thurgau,Gambia,1,German,English,68ED7C
Thurgau,Germany,1610,German,German,68ffcb
Thurgau,Greece,4,German,Greek,c45dff
Thurgau,Guinea,1,German,French,f26aff
Thurgau,Hungary,264,German,Hungarian,fbffa1
Thurgau,Iceland,1,German,Icelandic,90ff9b
Thurgau,India,5,German,Hindi,ff908e
Thurgau,Indonesia,5,German,Indonesian,99eaff
Thurgau,Iran,2,German,Persian,ff4743
Thurgau,Iraq,3,German,Arabic,fffd06
Thurgau,Ireland,9,German,English,68ED7C
Thurgau,Italy,392,German,Italian,9baaff
Thurgau,Jamaica,2,German,English,68ED7C
Thurgau,Japan,3,German,Japanese,ff9df5
Thurgau,Jordan,1,German,Arabic,fffd06
Thurgau,Kenya,8,German,English,68ED7C
Thurgau,Kosovo,87,German,Albanian,ff0000
Thurgau,Latvia,3,German,Latvian,ff96c8
Thurgau,Liechtenstein,1,German,German,68ffcb
Thurgau,Lithuania,7,German,Lithuanian,ff0000
Thurgau,Luxembourg,1,German,French,f26aff
Thurgau,Macedonia,109,German,Macedonian,fffd06
